C0	16.3515978312874
C#0	17.3239144360545
D0	18.3540479948379
D#0	19.44543648263
E0	20.6017223070543
F0	21.8267644645627
F#0	23.1246514194771
G0	24.4997147488593
G#0	25.9565435987465
A0	27.4999999999999
A#0	29.1352350948806
B0	30.8677063285077
C1	32.7031956625748
C#1	34.6478288721089
D1	36.7080959896759
D#1	38.89087296526
E1	41.2034446141087
F1	43.6535289291254
F#1	46.2493028389542
G1	48.9994294977186
G#1	51.9130871974931
A1	54.9999999999999
A#1	58.2704701897611
B1	61.7354126570154
C2	65.4063913251495
C#2	69.2956577442179
D2	73.4161919793518
D#2	77.7817459305201
E2	82.4068892282174
F2	87.3070578582508
F#2	92.4986056779085
G2	97.9988589954372
G#2	103.826174394986
A2	110
A#2	116.540940379522
B2	123.470825314031
C3	130.812782650299
C#3	138.591315488436
D3	146.832383958704
D#3	155.56349186104
E3	164.813778456435
F3	174.614115716502
F#3	184.997211355817
G3	195.997717990874
G#3	207.652348789972
A3	220
A#3	233.081880759045
B3	246.941650628062
C4	261.625565300598
C#4	277.182630976872
D4	293.664767917407
D#4	311.126983722081
E4	329.62755691287
F4	349.228231433004
F#4	369.994422711634
G4	391.995435981749
G#4	415.304697579945
A4	440
A#4	466.16376151809
B4	493.883301256124
C5	523.251130601197
C#5	554.365261953744
D5	587.329535834815
D#5	622.253967444162
E5	659.25511382574
F5	698.456462866008
F#5	739.988845423269
G5	783.990871963499
G#5	830.609395159891
A5	880
A#5	932.32752303618
B5	987.766602512249
C6	1046.50226120239
C#6	1108.73052390749
D6	1174.65907166963
D#6	1244.50793488832
E6	1318.51022765148
F6	1396.91292573202
F#6	1479.97769084654
G6	1567.981743927
G#6	1661.21879031978
A6	1760
A#6	1864.65504607236
B6	1975.5332050245
C7	2093.00452240479
C#7	2217.46104781498
D7	2349.31814333926
D#7	2489.01586977665
E7	2637.02045530296
F7	2793.82585146403
F#7	2959.95538169308
G7	3135.963487854
G#7	3322.43758063956
A7	3520
A#7	3729.31009214472
B7	3951.066410049
C8	4186.00904480958
C#8	4434.92209562996
D8	4698.63628667853
D#8	4978.0317395533
E8	5274.04091060593
F8	5587.65170292807
F#8	5919.91076338616
G8	6271.926975708
G#8	6644.87516127913
A8	7040.00000000001
A#8	7458.62018428945
B8	7902.132820098
